,sector_y,period,company,ticker,gross_margin,operating_margin,net_margin,roe,roa,fcf_net_income,current_ratio,liab_equity,debt_assets,pay_out_ratio,net_debt_ebitda,net_interest_ebitda,net_debt_equity,asset_turn_over,free_cash_flow,fcf_dividends,debt_to_fcf,fcf_revenues,interest_coverage_fcf,sg_a_ratio,op_expense_ratio,r_and_d_ratio,cash_ratio,wk_turnover,ebitda_margin,ebit_margin,pre_tax_margin,tax_to_revenues,target
22,consumer_staples,2018-09-30,"ALTRIA GROUP, INC.",MO,0.483,0.379,0.42100000000000004,0.688,0.243,0.94,0.597,1.829,0.316,0.48431501076879857,1.1697154471544715,0.0008130081300813008,0.7409553238058453,0.576775191682024,10038,0.5152420800956365,1.1466427575214186,0.39596071160900953,0.0007969715082685794,0.006745296043548578,0.007731450435880242,0.0,0.27677538746241037,-0.13731213758826083,0.38815036882174275,0.3793933178178376,0.002721786122835391,0.0007494773381720643,7
23,utilities,2018-09-30,AMEREN CORP,AEE,0.777,0.228,0.086,0.07200000000000001,0.02,-0.622,0.5479999999999999,2.542,0.325,0.8147448015122873,3.6784776902887137,0.05555555555555555,1.147829647829648,0.2379649258045866,-329,-1.3100303951367782,-25.559270516717326,-0.05328798185941043,-0.3860182370820669,0.2928409459021704,0.4651765468091999,0.0,0.003401360544217687,-0.21509556203433755,0.37026239067055394,0.22837706511175898,0.10333657272432782,-0.02478134110787172,4
24,utilities,2018-09-30,AMERICAN ELECTRIC POWER CO INC,AEP,0.6559999999999999,0.21899999999999997,0.125,0.105,0.03,2.075,0.514,2.532,0.35200000000000004,0.6231050705697857,4.167936095114248,0.0,1.2242715267925353,0.23830122510775695,3969,0.30032753842277654,5.652809271856891,0.2573095623987034,0.0,0.0580226904376013,0.06897893030794165,0.0,0.04546004110748398,-0.26048622366288493,0.34897893030794164,0.21951377633711508,0.019513776337115072,0.005316045380875202,4
25,real_estate,2018-09-30,AMERICAN TOWER CORP /MA/,AMT,0.6920000000000001,0.266,0.163,0.158,0.034,2.612,0.466,3.653,0.636,1.1353315168029066,5.559867877786953,0.0,2.8305773542600896,0.2080346925254472,2876,0.43463143254520165,7.023296244784423,0.4163288940359004,0.0,0.0031847133757961785,0.004921829762594094,0.0,0.20052596975673898,-0.35263462651997685,0.5259119861030689,0.26621308627678053,-0.0033294730746960045,0.0,6
26,utilities,2018-09-30,"American Water Works Company, Inc.",AWK,1.0,0.364,0.131,0.08,0.022000000000000002,-0.615,0.287,2.614,0.406,0.6742596810933941,4.621873182082606,0.42524723676556136,1.4556614144375228,0.1704176804541768,-270,-1.0962962962962963,-29.425925925925927,-0.08030933967876264,-2.7074074074074073,0.20285544318857823,0.8750743604997026,0.0,0.021662071681764473,-0.5383700178465199,0.5113027959547888,0.3634741225461035,0.32034503271861986,-0.013979773944080905,4
27,industrials,2018-09-30,AMETEK INC/,AME,0.335,0.21,0.158,0.16899999999999998,0.087,1.386,1.699,0.9359999999999999,0.27899999999999997,0.12187958883994127,1.405703771849126,0.15363385464581417,0.37934458788480635,0.5515649050795279,944,0.08792372881355932,1.61864406779661,0.21953488372093025,0.17690677966101695,0.5495348837209302,0.653953488372093,0.0,0.5671641791044776,0.18511627906976744,0.2527906976744186,0.2102325581395349,0.20790697674418604,-0.04255813953488372,0
28,information_tech,2018-09-30,ANALOG DEVICES INC,ADI,0.675,0.374,0.22899999999999998,0.13,0.069,2.461,1.581,0.893,0.319,0.4900709219858156,1.8748378728923476,0.3022049286640726,0.532608695652174,0.2990899800476909,3470,0.19913544668587896,1.6662824207492795,0.5645948584445167,0.2685878962536023,0.41425317279531404,1.6535958346892288,0.1859746176374878,0.5772964899178491,0.12658639765701268,0.5017897819720143,0.3735763097949886,-0.2746501789781972,-0.24031890660592256,2
29,information_tech,2018-09-30,ANSYS INC,ANSS,0.865,0.35600000000000004,0.249,0.11599999999999999,0.095,1.314,3.002,0.22899999999999998,0.0,0.0,-1.9017094017094016,0.0,-0.3697548815953469,0.3801960121662724,368,0.0,-2.4184782608695654,0.32711111111111113,0.0,0.019555555555555555,0.035555555555555556,0.1831111111111111,2.013574660633484,0.7866666666666666,0.416,0.35555555555555557,0.04088888888888889,0.012444444444444444,2
30,energy,2018-09-30,APACHE CORP,APA,1.0,0.22899999999999998,0.23399999999999999,0.171,0.069,1.339,1.453,1.494,0.387,0.29141104294478526,1.818084822619365,0.0010669511869831954,0.7753384142873393,0.29299334002372046,1746,0.21764032073310424,3.9037800687285222,0.2718355908453993,0.002290950744558992,0.001712595360423478,0.0020239763350459287,0.08547407753386269,0.6505460218408736,0.18075665576833255,0.5836836369297836,0.22870932586018994,0.001089833411178577,-0.00015569048731122528,8
31,information_tech,2018-09-30,APPLIED MATERIALS INC /DE,AMAT,0.45399999999999996,0.281,0.192,0.45,0.172,1.095,2.029,1.6269999999999998,0.287,0.13398486759142497,-0.009087317265902806,0.006321612011062821,-0.006532235160465777,0.8918261433668505,3473,0.122372588540167,-0.013245033112582781,0.21052312541674245,0.009213936078318457,0.04261380857125538,0.04261380857125538,0.11626356307207371,0.9129989764585466,0.3654603867369825,0.3068436685457962,0.2805358550039401,0.012729587197672304,0.0032733224222585926,2
32,consumer_discretionary,2018-09-30,Aptiv PLC,APTV,0.20199999999999999,0.11900000000000001,0.10400000000000001,0.376,0.111,0.294,1.598,2.396,0.336,0.2192916352675207,1.3268787459658828,0.0,0.7782585181179016,1.0645700636942674,390,0.7461538461538462,7.37948717948718,0.029167601525689927,0.0,0.0023184503776830455,0.004861266920948321,0.0,0.36272923408845736,0.16588138508712885,0.16221673771595244,0.11921322264602498,-0.004113379702340887,-0.0015705631590756115,3
33,consumer_staples,2018-09-30,ARCHER DANIELS MIDLAND CO,ADM,0.057999999999999996,0.025,0.027000000000000003,0.08800000000000001,0.04,-5.297000000000001,1.574,1.187,0.21899999999999997,0.44693753790175866,3.289093825180433,0.01082598235765838,0.4364226431155565,1.4930900243309002,-8735,-0.08437321121923297,-0.93909559244419,-0.14234266531955805,-0.003091013165426445,0.0014340188377929147,0.0044324218622690086,0.0,0.05999247271358675,0.12418929048658867,0.040641397516540105,0.02542124303360167,0.0033080207280904734,-0.0005703484013949092,7
34,telecom,2018-09-30,AT&T INC.,T,0.512,0.14300000000000002,0.195,0.21100000000000002,0.07,1.15,1.112,2.035,0.365,0.39483732010573375,2.430113019602835,0.0005108230636613244,0.776292529032609,0.3567189358856306,35239,0.34334118448310114,3.2399897840460854,0.22132408820555335,0.000681063594313119,0.0017460227736639472,0.001783706718419284,0.0,0.6924341173136866,0.04977421036434094,0.2950841294066663,0.14275306339067573,0.00021354235361357627,8.792920442911965e-05,9
35,information_tech,2018-09-30,AUTODESK INC,ADSK,0.872,-0.10300000000000001,-0.185,1.7180000000000002,-0.10800000000000001,0.387,0.835,-16.865,0.414,-0.0,-3.111940298507463,-0.0,-1.7231404958677685,0.5846595356117923,-161,-0.0,-2.590062111801242,-0.07184292726461401,-0.0,0.012048192771084338,0.0142793395805444,0.3248549754573851,0.6109660574412533,-0.14100847835787594,-0.05979473449352968,-0.1035252119589469,-0.022757697456492636,0.011155734047300312,2
36,information_tech,2018-09-30,AUTOMATIC DATA PROCESSING INC,ADP,0.41,0.184,0.151,0.493,0.043,0.48,1.056,10.331,0.045,0.5265875064532782,0.08506686478454681,0.020059435364041606,0.05825489697278046,0.2871413819422619,930,1.096774193548387,0.24623655913978496,0.0727073723711985,0.05806451612903226,0.031819247908685795,0.06410757563912126,0.0,0.04759603769026335,0.1640997576420921,0.21046048002501758,0.18372293018528654,0.06191853647095614,0.015948713939488702,2
37,consumer_discretionary,2018-09-30,AUTOZONE INC,AZO,0.53,0.172,0.12300000000000001,-1.0070000000000001,0.147,0.958,0.9059999999999999,-7.831,0.5329999999999999,0.0,2.0895456550507276,0.0952801058667843,-3.4779735682819384,1.2013545474091594,1313,0.0,3.6077684691546077,0.11749440715883669,0.16450875856816452,0.21798657718120806,0.23221476510067113,0.0,0.04228083785880528,-0.043400447427293064,0.20286353467561521,0.17243847874720358,0.05700223713646532,0.01807606263982103,3
38,materials,2018-09-30,Avery Dennison Corp,AVY,0.272,0.10800000000000001,0.043,0.271,0.055999999999999994,1.055,1.121,3.846,0.35700000000000004,0.5389830508474577,1.8524590163934427,0.002185792349726776,1.555045871559633,1.291043362999432,311,0.5112540192926045,5.45016077170418,0.0456145497213259,0.006430868167202572,0.0014667057788207685,0.004693458492226459,0.0,0.09034118212397886,0.03681431504840129,0.13420357876210032,0.10794954532120857,-0.004106776180698152,0.0,5
39,materials,2018-09-30,BALL CORP,BLL,0.20600000000000002,0.09300000000000001,0.035,0.094,0.022000000000000002,3.592,0.915,3.2439999999999998,0.406,0.3449197860962567,3.723173515981735,0.0045662100456621,1.6122095897182402,0.6396994583260528,1343,0.0960536113179449,4.857036485480268,0.12227988709824274,0.005956813104988831,0.0076481835564053535,0.008558681598834562,0.0,0.10908205502800097,-0.031776381680779384,0.15951925703359737,0.09314394974050806,0.008467631794591642,-9.104980424292088e-05,5
40,health_care,2018-09-30,BAXTER INTERNATIONAL INC,BAX,0.423,0.122,0.068,0.079,0.042,1.555,2.575,0.877,0.205,0.4393305439330544,0.057504873294346975,0.0,0.012944273804300131,0.6172053065279645,1115,0.2825112107623318,0.10582959641255606,0.10557712337846795,0.0,0.024429504781744153,0.024618880787804186,0.05804374585739987,1.2031194611839773,0.4206041094593315,0.19429978221759303,0.12224221191175078,0.0017990720575703058,0.0007575040242401288,1
41,consumer_discretionary,2018-09-30,BEST BUY CO INC,BBY,0.233,0.043,0.024,0.331,0.08800000000000001,1.46,1.213,2.764,0.071,0.43033175355450237,-0.5724217844727694,0.10081112398609501,-0.4651600753295669,3.5996831485032934,1540,0.2948051948051948,-0.9623376623376624,0.03567209469319682,0.16948051948051948,0.011280720854277176,0.014917421417155035,0.0,0.32231290634942594,0.035718422088902274,0.059970813740705564,0.043478260869565216,0.011396539343540802,0.000440110259201779,3
42,health_care,2018-09-30,BIOGEN INC.,BIIB,0.8640000000000001,0.465,0.244,0.257,0.131,1.453,2.358,0.955,0.248,0.0,0.4028605482717521,0.0010429082240762813,0.22066264077036069,0.5373857136893082,4313,0.0,0.6269418038488291,0.3350683654443754,0.001623000231857176,0.01740211311373524,0.021674953387197018,0.19515226848974518,1.0228426395939085,0.3325046612802983,0.5214418893722809,0.46496270975761345,0.00839030453697949,-0.0003884400248601616,1
43,consumer_discretionary,2018-09-30,BORGWARNER INC,BWA,0.21600000000000003,0.109,0.049,0.126,0.049,0.41200000000000003,1.433,1.558,0.22399999999999998,0.2818181818181818,1.1101351351351352,0.05540540540540541,0.4294302143230528,1.0011238250919494,181,0.6850828729281768,9.077348066298342,0.018471272578834574,0.4530386740331492,0.08735585263802428,0.28390652107357894,0.0,0.22474226804123712,0.10725584243290132,0.1510358199816308,0.109398918256965,0.04388202877844678,0.013062557403816717,3
44,health_care,2018-09-30,BRISTOL MYERS SQUIBB CO,BMY,0.7070000000000001,0.166,0.047,0.08199999999999999,0.028999999999999998,0.631,1.5530000000000002,1.8319999999999999,0.237,2.5590863952333662,0.27135441245870695,0.0075507314771118455,0.09707098843589095,0.6192363863968287,635,4.0582677165354335,1.811023622047244,0.0305641124374278,0.050393700787401574,0.022525991528686947,0.0223815941470928,0.3119946091644205,0.7123287671232876,0.2546688486715441,0.20398536773199846,0.16600885637273777,0.00876010781671159,0.007604928763958413,1
45,industrials,2018-09-30,C. H. Robinson Worldwide,CHRW,0.158,0.051,0.034,0.354,0.122,0.895,1.2990000000000002,1.902,0.325,0.49333333333333335,1.202517162471396,0.014874141876430207,0.7077441077441078,3.5701021355617457,470,0.551063829787234,2.2361702127659573,0.0305591677503251,0.027659574468085105,0.013849154746423927,0.014434330299089727,0.0,0.17552657973921765,0.03881664499349805,0.05682704811443433,0.050650195058517554,0.01950585175552666,0.00916775032509753,0
46,information_tech,2018-09-30,"CA, INC.",CA,0.857,0.262,0.17800000000000002,0.122,0.059000000000000004,1.71,1.235,1.075,0.226,0.5900962861072903,-0.026148409893992933,0.03392226148409894,-0.006234203875315923,0.33119467229757166,1243,0.34513274336283184,-0.029766693483507644,0.3048062775870525,0.038616251005631534,0.40387444825895047,0.40387444825895047,0.15228052967140757,1.00821722043587,0.1613536047081903,0.3469838155958803,0.2618930848455125,0.17925453653751838,0.05051495831289848,2
47,energy,2018-09-30,Cabot Oil & Gas,COG,0.6409999999999999,0.251,0.057,0.04,0.021,6.117999999999999,1.219,0.873,0.322,0.79,1.0296442687747036,0.001976284584980237,0.41283676703645006,0.37317537550243285,612,0.12908496732026145,1.7026143790849673,0.3469387755102041,0.0032679738562091504,0.05328798185941043,0.08333333333333333,0.012471655328798186,0.7643312101910829,0.07766439909297052,0.5736961451247166,0.25170068027210885,0.07482993197278912,0.03344671201814059,8
48,information_tech,2018-09-30,CADENCE DESIGN SYSTEMS INC,CDNS,0.88,0.171,0.105,0.183,0.084,1.37,1.235,1.177,0.259,0.0,-0.23516483516483516,0.08791208791208792,-0.09369527145359019,0.7973462002412546,286,0.0,-0.3741258741258741,0.1442259203227433,0.13986013986013987,0.5446293494704992,0.5814422592032275,0.41855774079677255,0.8683602771362586,0.10287443267776097,0.22945032778618255,0.17095310136157338,0.16792738275340394,-0.0025214321734745334,2
49,consumer_staples,2018-09-30,CAMPBELL SOUP CO,CPB,0.324,0.061,0.03,0.19,0.018000000000000002,2.28,0.639,9.582,0.6809999999999999,1.632183908045977,10.451891891891892,0.09405405405405405,7.041514930808448,0.5977699772868057,595,0.7159663865546219,16.24873949579832,0.06850892343120323,0.146218487394958,0.009211283822682787,0.041565918249856074,0.012665515256188831,0.06288258208124652,-0.1494530800230282,0.10650546919976972,0.061139896373056994,0.023258491652274036,0.00011514104778353483,7
50,health_care,2018-09-30,CARDINAL HEALTH INC,CAH,0.053,0.015,0.013000000000000001,0.226,0.042,2.141,1.097,4.435,0.233,0.3416075650118203,2.446463978849967,0.0,0.9805298013245033,3.2762057956179476,3623,0.15953629588738613,2.043334253381176,0.026951631380834066,0.0,0.0010191480814723342,0.0014357341585705147,0.0,0.10150744387921781,0.01551783137190722,0.02251052623748382,0.015287221222085014,-0.0004537812625533751,0.0,1
51,consumer_discretionary,2018-09-30,CARMAX INC,KMX,0.135,0.039,0.040999999999999995,0.21,0.04,-1.501,2.355,4.22,0.748,0.0,15.577011494252874,0.03908045977011494,3.8920160827110855,0.9765087748253287,-1097,-0.0,-12.353691886964448,-0.06180281690140845,-0.03099361896080219,0.030028169014084508,0.032901408450704224,0.0,0.028838659392049885,0.0979718309859155,0.049014084507042255,0.03876056338028169,0.024169014084507043,0.0049577464788732395,3
52,consumer_discretionary,2018-09-30,CARNIVAL CORP,CCL,0.413,0.17800000000000002,0.172,0.13,0.077,0.758,0.21899999999999997,0.6940000000000001,0.23,0.40343213728549143,1.7123752119043134,0.013750235449237145,0.36874340877748035,0.4474888031997701,2429,0.532317826265953,3.7426924660354057,0.1300042817383858,0.030053519967064634,0.09098694069792336,0.09098694069792336,0.0,0.06558603491271821,-0.33531363733675873,0.28414686362663244,0.1777456647398844,0.055876685934489405,0.016805823164204668,3
53,consumer_discretionary,2018-09-30,CBS Corp.,CBS,0.384,0.207,0.026000000000000002,0.18100000000000002,0.017,4.039,1.579,9.537,0.488,0.8291316526610645,3.2267232930414895,0.03658934988565828,4.993427704752275,0.6569111932063523,1442,0.20527045769764216,6.849514563106796,0.10531697341513292,0.07766990291262135,0.22626351153958515,0.2578878177037686,0.0,0.07175226586102719,0.16805433829973707,0.22356120362255333,0.2072743207712533,0.08727724218521765,0.033523225241016655,3
54,health_care,2018-09-30,CELGENE CORP /DE/,CELG,0.965,0.18899999999999997,0.198,0.816,0.084,0.608,1.5219999999999998,8.75,0.635,0.0,5.570090540118639,0.00031220730565095225,5.201457725947522,0.4222581030977156,1701,0.0,10.488536155202821,0.12045036113864892,0.0005878894767783657,0.0004956804985129585,0.0013454184959637446,0.5338478968984564,0.7574411372723234,0.16647783600056648,0.2268092338195723,0.18949157343152528,-0.0013454184959637446,-0.000141622999575131,1
55,health_care,2018-09-30,Centene Corporation,CNC,0.187,0.03,0.02,0.134,0.04,1.453,1.008,2.3169999999999997,0.20600000000000002,0.0,-0.5319488817891374,0.0005324813631522897,-0.1316552451238798,1.980611839491458,1495,0.0,-0.6682274247491639,0.029988766749578753,0.0006688963210702341,0.0006619593998234775,0.0007020781513279306,0.0,0.5670339761248853,0.0017251063146914867,0.037671507662681535,0.03006900425258766,2.005937575222659e-05,0.0,1
