,ticker,company,sector_y,period
122,AEP,AMERICAN ELECTRIC POWER CO INC,utilities,2011-09-30
123,AEP,AMERICAN ELECTRIC POWER CO INC,utilities,2012-09-30
124,AEP,AMERICAN ELECTRIC POWER CO INC,utilities,2013-09-30
125,AEP,AMERICAN ELECTRIC POWER CO INC,utilities,2014-09-30
126,AEP,AMERICAN ELECTRIC POWER CO INC,utilities,2015-09-30
127,AEP,AMERICAN ELECTRIC POWER CO INC,utilities,2016-09-30
128,AEP,AMERICAN ELECTRIC POWER CO INC,utilities,2017-09-30
129,AEP,AMERICAN ELECTRIC POWER CO INC,utilities,2018-09-30
130,AES,AES CORP,utilities,2010-09-30
131,AES,AES CORP,utilities,2011-09-30
132,AES,AES CORP,utilities,2012-09-30
133,AES,AES CORP,utilities,2013-09-30
134,AES,AES CORP,utilities,2014-09-30
135,AES,AES CORP,utilities,2015-09-30
136,AES,AES CORP,utilities,2016-09-30
137,AES,AES CORP,utilities,2017-09-30
138,AES,AES CORP,utilities,2018-09-30
139,AGN,Allergan plc,health_care,2013-09-30
140,AGN,Allergan plc,health_care,2014-09-30
141,AGN,Allergan plc,health_care,2015-09-30
142,AGN,Allergan plc,health_care,2016-09-30
143,AGN,Allergan plc,health_care,2017-09-30
144,AGN,Allergan plc,health_care,2018-09-30
145,AIV,APARTMENT INVESTMENT & MANAGEMENT CO,real_estate,2010-09-30
146,AIV,APARTMENT INVESTMENT & MANAGEMENT CO,real_estate,2011-09-30
147,AIV,APARTMENT INVESTMENT & MANAGEMENT CO,real_estate,2012-09-30
148,AIV,APARTMENT INVESTMENT & MANAGEMENT CO,real_estate,2015-09-30
149,AIV,APARTMENT INVESTMENT & MANAGEMENT CO,real_estate,2016-09-30
150,AKAM,AKAMAI TECHNOLOGIES INC,information_tech,2011-09-30
151,AKAM,AKAMAI TECHNOLOGIES INC,information_tech,2012-09-30
152,AKAM,AKAMAI TECHNOLOGIES INC,information_tech,2013-09-30
153,AKAM,AKAMAI TECHNOLOGIES INC,information_tech,2014-09-30
154,AKAM,AKAMAI TECHNOLOGIES INC,information_tech,2015-09-30
155,AKAM,AKAMAI TECHNOLOGIES INC,information_tech,2016-09-30
156,AKAM,AKAMAI TECHNOLOGIES INC,information_tech,2017-09-30
157,AKAM,AKAMAI TECHNOLOGIES INC,information_tech,2018-09-30
158,ALB,ALBEMARLE CORP,materials,2011-09-30
159,ALB,ALBEMARLE CORP,materials,2012-09-30
160,ALB,ALBEMARLE CORP,materials,2013-09-30
161,ALB,ALBEMARLE CORP,materials,2014-09-30
162,ALB,ALBEMARLE CORP,materials,2015-09-30
163,ALB,ALBEMARLE CORP,materials,2016-09-30
164,ALB,ALBEMARLE CORP,materials,2017-09-30
165,ALB,ALBEMARLE CORP,materials,2018-09-30
166,ALK,"ALASKA AIR GROUP, INC.",industrials,2010-09-30
167,ALK,"ALASKA AIR GROUP, INC.",industrials,2012-09-30
168,ALK,"ALASKA AIR GROUP, INC.",industrials,2013-09-30
169,ALK,"ALASKA AIR GROUP, INC.",industrials,2014-09-30
170,ALK,"ALASKA AIR GROUP, INC.",industrials,2015-09-30
171,ALK,"ALASKA AIR GROUP, INC.",industrials,2016-09-30
172,ALK,"ALASKA AIR GROUP, INC.",industrials,2017-09-30
173,ALK,"ALASKA AIR GROUP, INC.",industrials,2018-09-30
174,ALLE,Allegion plc,industrials,2014-09-30
175,ALLE,Allegion plc,industrials,2015-09-30
176,ALLE,Allegion plc,industrials,2016-09-30
177,ALLE,Allegion plc,industrials,2017-09-30
178,ALLE,Allegion plc,industrials,2018-09-30
179,ALXN,ALEXION PHARMACEUTICALS INC,health_care,2010-09-30
180,ALXN,ALEXION PHARMACEUTICALS INC,health_care,2011-09-30
181,ALXN,ALEXION PHARMACEUTICALS INC,health_care,2012-09-30
182,ALXN,ALEXION PHARMACEUTICALS INC,health_care,2013-09-30
183,ALXN,ALEXION PHARMACEUTICALS INC,health_care,2014-09-30
184,ALXN,ALEXION PHARMACEUTICALS INC,health_care,2015-09-30
185,ALXN,ALEXION PHARMACEUTICALS INC,health_care,2016-09-30
186,ALXN,ALEXION PHARMACEUTICALS INC,health_care,2017-09-30
187,ALXN,ALEXION PHARMACEUTICALS INC,health_care,2018-09-30
188,AMAT,APPLIED MATERIALS INC /DE,information_tech,2010-09-30
189,AMAT,APPLIED MATERIALS INC /DE,information_tech,2011-09-30
190,AMAT,APPLIED MATERIALS INC /DE,information_tech,2012-09-30
191,AMAT,APPLIED MATERIALS INC /DE,information_tech,2013-09-30
192,AMAT,APPLIED MATERIALS INC /DE,information_tech,2014-09-30
193,AMAT,APPLIED MATERIALS INC /DE,information_tech,2015-09-30
194,AMAT,APPLIED MATERIALS INC /DE,information_tech,2016-09-30
195,AMAT,APPLIED MATERIALS INC /DE,information_tech,2017-09-30
196,AMAT,APPLIED MATERIALS INC /DE,information_tech,2018-09-30
197,AMD,ADVANCED MICRO DEVICES INC,information_tech,2011-09-30
198,AMD,ADVANCED MICRO DEVICES INC,information_tech,2012-09-30
199,AMD,ADVANCED MICRO DEVICES INC,information_tech,2013-09-30
200,AMD,ADVANCED MICRO DEVICES INC,information_tech,2014-09-30
201,AMD,ADVANCED MICRO DEVICES INC,information_tech,2015-09-30
202,AMD,ADVANCED MICRO DEVICES INC,information_tech,2016-09-30
203,AMD,ADVANCED MICRO DEVICES INC,information_tech,2017-09-30
204,AMD,ADVANCED MICRO DEVICES INC,information_tech,2018-09-30
205,AME,AMETEK INC/,industrials,2009-09-30
206,AME,AMETEK INC/,industrials,2010-09-30
207,AME,AMETEK INC/,industrials,2011-09-30
208,AME,AMETEK INC/,industrials,2012-09-30
209,AME,AMETEK INC/,industrials,2013-09-30
210,AME,AMETEK INC/,industrials,2014-09-30
211,AME,AMETEK INC/,industrials,2015-09-30
212,AME,AMETEK INC/,industrials,2016-09-30
213,AME,AMETEK INC/,industrials,2017-09-30
214,AME,AMETEK INC/,industrials,2018-09-30
215,AMT,AMERICAN TOWER CORP /MA/,real_estate,2009-09-30
216,AMT,AMERICAN TOWER CORP /MA/,real_estate,2010-09-30
217,AMT,AMERICAN TOWER CORP /MA/,real_estate,2011-09-30
218,AMT,AMERICAN TOWER CORP /MA/,real_estate,2012-09-30
219,AMT,AMERICAN TOWER CORP /MA/,real_estate,2013-09-30
220,AMT,AMERICAN TOWER CORP /MA/,real_estate,2014-09-30
221,AMT,AMERICAN TOWER CORP /MA/,real_estate,2015-09-30
222,AMT,AMERICAN TOWER CORP /MA/,real_estate,2016-09-30
223,AMT,AMERICAN TOWER CORP /MA/,real_estate,2017-09-30
224,AMT,AMERICAN TOWER CORP /MA/,real_estate,2018-09-30
225,AMZN,AMAZON COM INC,consumer_discretionary,2009-09-30
226,AMZN,AMAZON COM INC,consumer_discretionary,2010-09-30
227,AMZN,AMAZON COM INC,consumer_discretionary,2011-09-30
228,AMZN,AMAZON COM INC,consumer_discretionary,2012-09-30
229,AMZN,AMAZON COM INC,consumer_discretionary,2013-09-30
230,AMZN,AMAZON COM INC,consumer_discretionary,2014-09-30
231,AMZN,AMAZON COM INC,consumer_discretionary,2015-09-30
232,ANDV,Tesoro Petroleum Co.,energy,2011-09-30
233,ANDV,Tesoro Petroleum Co.,energy,2012-09-30
234,ANDV,Tesoro Petroleum Co.,energy,2013-09-30
235,ANDV,Tesoro Petroleum Co.,energy,2014-09-30
236,ANDV,Tesoro Petroleum Co.,energy,2015-09-30
237,ANDV,Tesoro Petroleum Co.,energy,2017-09-30
238,ANDV,Tesoro Petroleum Co.,energy,2018-09-30
239,ANSS,ANSYS INC,information_tech,2011-09-30
240,ANSS,ANSYS INC,information_tech,2012-09-30
241,ANSS,ANSYS INC,information_tech,2013-09-30
242,ANSS,ANSYS INC,information_tech,2014-09-30
243,ANSS,ANSYS INC,information_tech,2015-09-30
244,ANSS,ANSYS INC,information_tech,2016-09-30
245,ANSS,ANSYS INC,information_tech,2017-09-30
246,ANSS,ANSYS INC,information_tech,2018-09-30
247,AOS,Smith A O Corp,industrials,2012-09-30
248,AOS,Smith A O Corp,industrials,2013-09-30
249,AOS,Smith A O Corp,industrials,2014-09-30
250,AOS,Smith A O Corp,industrials,2015-09-30
251,APA,APACHE CORP,energy,2009-09-30
252,APA,APACHE CORP,energy,2010-09-30
253,APA,APACHE CORP,energy,2011-09-30
254,APA,APACHE CORP,energy,2012-09-30
255,APA,APACHE CORP,energy,2013-09-30
256,APA,APACHE CORP,energy,2014-09-30
257,APA,APACHE CORP,energy,2015-09-30
258,APA,APACHE CORP,energy,2018-09-30
259,APC,ANADARKO PETROLEUM CORP,energy,2009-09-30
260,APC,ANADARKO PETROLEUM CORP,energy,2010-09-30
261,APC,ANADARKO PETROLEUM CORP,energy,2011-09-30
262,APC,ANADARKO PETROLEUM CORP,energy,2012-09-30
263,APC,ANADARKO PETROLEUM CORP,energy,2013-09-30
264,APC,ANADARKO PETROLEUM CORP,energy,2014-09-30
265,APC,ANADARKO PETROLEUM CORP,energy,2015-09-30
266,APD,AIR PRODUCTS & CHEMICALS INC /DE/,materials,2010-09-30
267,APD,AIR PRODUCTS & CHEMICALS INC /DE/,materials,2011-09-30
268,APD,AIR PRODUCTS & CHEMICALS INC /DE/,materials,2012-09-30
269,APD,AIR PRODUCTS & CHEMICALS INC /DE/,materials,2013-09-30
270,APD,AIR PRODUCTS & CHEMICALS INC /DE/,materials,2014-09-30
271,APD,AIR PRODUCTS & CHEMICALS INC /DE/,materials,2015-09-30
272,APD,AIR PRODUCTS & CHEMICALS INC /DE/,materials,2016-09-30
273,APD,AIR PRODUCTS & CHEMICALS INC /DE/,materials,2017-09-30
274,APD,AIR PRODUCTS & CHEMICALS INC /DE/,materials,2018-09-30
275,APTV,Aptiv PLC,consumer_discretionary,2012-09-30
276,APTV,Aptiv PLC,consumer_discretionary,2013-09-30
277,APTV,Aptiv PLC,consumer_discretionary,2014-09-30
278,APTV,Aptiv PLC,consumer_discretionary,2015-09-30
279,APTV,Aptiv PLC,consumer_discretionary,2016-09-30
280,APTV,Aptiv PLC,consumer_discretionary,2017-09-30
281,APTV,Aptiv PLC,consumer_discretionary,2018-09-30
282,ARE,Alexandria Real Estate Equities Inc,real_estate,2010-09-30
283,ARE,Alexandria Real Estate Equities Inc,real_estate,2011-09-30
284,ARE,Alexandria Real Estate Equities Inc,real_estate,2012-09-30
285,ARE,Alexandria Real Estate Equities Inc,real_estate,2013-09-30
286,ARE,Alexandria Real Estate Equities Inc,real_estate,2014-09-30
287,ARE,Alexandria Real Estate Equities Inc,real_estate,2015-09-30
288,ARE,Alexandria Real Estate Equities Inc,real_estate,2016-09-30
289,ARE,Alexandria Real Estate Equities Inc,real_estate,2017-09-30
290,ARE,Alexandria Real Estate Equities Inc,real_estate,2018-09-30
291,ARNC,ALCOA INC.,industrials,2009-09-30
292,ARNC,ALCOA INC.,industrials,2010-09-30
293,ARNC,ALCOA INC.,industrials,2011-09-30
294,ARNC,ALCOA INC.,industrials,2012-09-30
295,ARNC,ALCOA INC.,industrials,2013-09-30
296,ARNC,ALCOA INC.,industrials,2014-09-30
297,ARNC,ALCOA INC.,industrials,2015-09-30
298,ARNC,ALCOA INC.,industrials,2016-09-30
299,ARNC,ALCOA INC.,industrials,2017-09-30
300,ARNC,ALCOA INC.,industrials,2018-09-30
301,ATVI,Activision Blizzard,information_tech,2009-09-30
302,ATVI,Activision Blizzard,information_tech,2010-09-30
303,ATVI,Activision Blizzard,information_tech,2011-09-30
304,ATVI,Activision Blizzard,information_tech,2012-09-30
305,ATVI,Activision Blizzard,information_tech,2013-09-30
306,ATVI,Activision Blizzard,information_tech,2014-09-30
307,ATVI,Activision Blizzard,information_tech,2015-09-30
308,ATVI,Activision Blizzard,information_tech,2016-09-30
309,ATVI,Activision Blizzard,information_tech,2017-09-30
310,ATVI,Activision Blizzard,information_tech,2018-09-30
311,AVB,AVALONBAY COMMUNITIES INC,real_estate,2009-09-30
312,AVB,AVALONBAY COMMUNITIES INC,real_estate,2010-09-30
313,AVB,AVALONBAY COMMUNITIES INC,real_estate,2011-09-30
314,AVB,AVALONBAY COMMUNITIES INC,real_estate,2012-09-30
315,AVB,AVALONBAY COMMUNITIES INC,real_estate,2013-09-30
316,AVB,AVALONBAY COMMUNITIES INC,real_estate,2014-09-30
317,AVB,AVALONBAY COMMUNITIES INC,real_estate,2016-09-30
318,AVB,AVALONBAY COMMUNITIES INC,real_estate,2017-09-30
319,AVY,Avery Dennison Corp,materials,2011-09-30
320,AVY,Avery Dennison Corp,materials,2012-09-30
321,AVY,Avery Dennison Corp,materials,2013-09-30
322,AVY,Avery Dennison Corp,materials,2014-09-30
323,AVY,Avery Dennison Corp,materials,2015-09-30
324,AVY,Avery Dennison Corp,materials,2016-09-30
325,AVY,Avery Dennison Corp,materials,2017-09-30
326,AVY,Avery Dennison Corp,materials,2018-09-30
327,AWK,"American Water Works Company, Inc.",utilities,2011-09-30
328,AWK,"American Water Works Company, Inc.",utilities,2012-09-30
329,AWK,"American Water Works Company, Inc.",utilities,2013-09-30
330,AWK,"American Water Works Company, Inc.",utilities,2014-09-30
331,AWK,"American Water Works Company, Inc.",utilities,2015-09-30
332,AWK,"American Water Works Company, Inc.",utilities,2016-09-30
333,AWK,"American Water Works Company, Inc.",utilities,2017-09-30
334,AWK,"American Water Works Company, Inc.",utilities,2018-09-30
335,AYI,ACUITY BRANDS INC,industrials,2010-09-30
336,AYI,ACUITY BRANDS INC,industrials,2011-09-30
337,AYI,ACUITY BRANDS INC,industrials,2012-09-30
338,AYI,ACUITY BRANDS INC,industrials,2013-09-30
339,AYI,ACUITY BRANDS INC,industrials,2014-09-30
340,AYI,ACUITY BRANDS INC,industrials,2015-09-30
341,AYI,ACUITY BRANDS INC,industrials,2016-09-30
342,AYI,ACUITY BRANDS INC,industrials,2017-09-30
343,AYI,ACUITY BRANDS INC,industrials,2018-09-30
344,AZO,AUTOZONE INC,consumer_discretionary,2010-09-30
345,AZO,AUTOZONE INC,consumer_discretionary,2011-09-30
346,AZO,AUTOZONE INC,consumer_discretionary,2012-09-30
347,AZO,AUTOZONE INC,consumer_discretionary,2013-09-30
348,AZO,AUTOZONE INC,consumer_discretionary,2014-09-30
349,AZO,AUTOZONE INC,consumer_discretionary,2016-09-30
350,AZO,AUTOZONE INC,consumer_discretionary,2017-09-30
351,AZO,AUTOZONE INC,consumer_discretionary,2018-09-30
352,BA,BOEING CO,industrials,2010-09-30
353,BA,BOEING CO,industrials,2011-09-30
354,BA,BOEING CO,industrials,2013-09-30
355,BA,BOEING CO,industrials,2014-09-30
356,BAX,BAXTER INTERNATIONAL INC,health_care,2009-09-30
357,BAX,BAXTER INTERNATIONAL INC,health_care,2010-09-30
358,BAX,BAXTER INTERNATIONAL INC,health_care,2011-09-30
359,BAX,BAXTER INTERNATIONAL INC,health_care,2012-09-30
360,BAX,BAXTER INTERNATIONAL INC,health_care,2013-09-30
361,BAX,BAXTER INTERNATIONAL INC,health_care,2014-09-30
362,BAX,BAXTER INTERNATIONAL INC,health_care,2015-09-30
363,BAX,BAXTER INTERNATIONAL INC,health_care,2016-09-30
364,BAX,BAXTER INTERNATIONAL INC,health_care,2017-09-30
365,BAX,BAXTER INTERNATIONAL INC,health_care,2018-09-30
366,BBY,BEST BUY CO INC,consumer_discretionary,2010-09-30
367,BBY,BEST BUY CO INC,consumer_discretionary,2011-09-30
368,BBY,BEST BUY CO INC,consumer_discretionary,2012-09-30
369,BBY,BEST BUY CO INC,consumer_discretionary,2013-09-30
370,BBY,BEST BUY CO INC,consumer_discretionary,2014-09-30
371,BBY,BEST BUY CO INC,consumer_discretionary,2015-09-30
372,BBY,BEST BUY CO INC,consumer_discretionary,2016-09-30
373,BBY,BEST BUY CO INC,consumer_discretionary,2017-09-30
374,BBY,BEST BUY CO INC,consumer_discretionary,2018-09-30
375,BDX,BECTON DICKINSON & CO,health_care,2009-09-30
376,BDX,BECTON DICKINSON & CO,health_care,2010-09-30
377,BDX,BECTON DICKINSON & CO,health_care,2011-09-30
378,BDX,BECTON DICKINSON & CO,health_care,2012-09-30
379,BDX,BECTON DICKINSON & CO,health_care,2013-09-30
380,BDX,BECTON DICKINSON & CO,health_care,2014-09-30
381,BIIB,BIOGEN INC.,health_care,2010-09-30
382,BIIB,BIOGEN INC.,health_care,2011-09-30
383,BIIB,BIOGEN INC.,health_care,2012-09-30
384,BIIB,BIOGEN INC.,health_care,2013-09-30
385,BIIB,BIOGEN INC.,health_care,2014-09-30
386,BIIB,BIOGEN INC.,health_care,2015-09-30
387,BIIB,BIOGEN INC.,health_care,2016-09-30
388,BIIB,BIOGEN INC.,health_care,2017-09-30
389,BIIB,BIOGEN INC.,health_care,2018-09-30
390,BKNG,Priceline Group Inc.,consumer_discretionary,2010-09-30
391,BKNG,Priceline Group Inc.,consumer_discretionary,2011-09-30
392,BKNG,Priceline Group Inc.,consumer_discretionary,2012-09-30
393,BKNG,Priceline Group Inc.,consumer_discretionary,2013-09-30
394,BKNG,Priceline Group Inc.,consumer_discretionary,2014-09-30
395,BKNG,Priceline Group Inc.,consumer_discretionary,2016-09-30
396,BKNG,Priceline Group Inc.,consumer_discretionary,2017-09-30
397,BKNG,Priceline Group Inc.,consumer_discretionary,2018-09-30
398,BLL,BALL CORP,materials,2010-09-30
399,BLL,BALL CORP,materials,2011-09-30
400,BLL,BALL CORP,materials,2012-09-30
401,BLL,BALL CORP,materials,2013-09-30
402,BLL,BALL CORP,materials,2014-09-30
403,BLL,BALL CORP,materials,2015-09-30
404,BLL,BALL CORP,materials,2016-09-30
405,BLL,BALL CORP,materials,2017-09-30
406,BLL,BALL CORP,materials,2018-09-30
407,BMY,BRISTOL MYERS SQUIBB CO,health_care,2009-09-30
408,BMY,BRISTOL MYERS SQUIBB CO,health_care,2010-09-30
409,BMY,BRISTOL MYERS SQUIBB CO,health_care,2011-09-30
410,BMY,BRISTOL MYERS SQUIBB CO,health_care,2012-09-30
411,BMY,BRISTOL MYERS SQUIBB CO,health_care,2013-09-30
412,BMY,BRISTOL MYERS SQUIBB CO,health_care,2014-09-30
413,BMY,BRISTOL MYERS SQUIBB CO,health_care,2015-09-30
414,BMY,BRISTOL MYERS SQUIBB CO,health_care,2016-09-30
415,BMY,BRISTOL MYERS SQUIBB CO,health_care,2017-09-30
416,BMY,BRISTOL MYERS SQUIBB CO,health_care,2018-09-30
417,BWA,BORGWARNER INC,consumer_discretionary,2009-09-30
418,BWA,BORGWARNER INC,consumer_discretionary,2010-09-30
419,BWA,BORGWARNER INC,consumer_discretionary,2011-09-30
420,BWA,BORGWARNER INC,consumer_discretionary,2012-09-30
421,BWA,BORGWARNER INC,consumer_discretionary,2013-09-30
422,BWA,BORGWARNER INC,consumer_discretionary,2014-09-30
423,BWA,BORGWARNER INC,consumer_discretionary,2015-09-30
424,BWA,BORGWARNER INC,consumer_discretionary,2016-09-30
425,BWA,BORGWARNER INC,consumer_discretionary,2017-09-30
426,BWA,BORGWARNER INC,consumer_discretionary,2018-09-30
427,BXP,BOSTON PROPERTIES INC,real_estate,2010-09-30
428,BXP,BOSTON PROPERTIES INC,real_estate,2011-09-30
429,BXP,BOSTON PROPERTIES INC,real_estate,2012-09-30
430,BXP,BOSTON PROPERTIES INC,real_estate,2013-09-30
431,BXP,BOSTON PROPERTIES INC,real_estate,2014-09-30
432,CA,"CA, INC.",information_tech,2010-09-30
433,CA,"CA, INC.",information_tech,2011-09-30
434,CA,"CA, INC.",information_tech,2012-09-30
435,CA,"CA, INC.",information_tech,2013-09-30
436,CA,"CA, INC.",information_tech,2014-09-30
437,CA,"CA, INC.",information_tech,2015-09-30
438,CA,"CA, INC.",information_tech,2016-09-30
439,CA,"CA, INC.",information_tech,2017-09-30
440,CA,"CA, INC.",information_tech,2018-09-30
441,CAG,CONAGRA FOODS INC /DE/,consumer_staples,2009-09-30
